,Line,Count,Description,Level,Degree,Plea,Disposition,Disposition Date,casenumber
3309,0,1,POSSESSION SALT WATER FISH DURING CLOSED SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-07,20001677MMMA
3310,0,1,CRIMINAL  MISCHIEF (OVER  200 DOLLARS UNDER 1000 DOLLARS) (80613 1b2),M,F,NO PLEA ENTERED,MENTALLY/PHYSICALLY UNABLE TO STAND TRIAL,2020-09-23,20001711MMMA
3311,0,1,DOMESTIC VIOLENCE ASSAULT (784011),M,S,,,,20001715MMMA
3312,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-19,20001752MMMA
3313,0,1,NO VALID DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-13,20001753CTMA
3314,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-09,20001753MMMA
3315,0,1,LEAVE SCENE OF ACCIDENT INVOLVE DAMAGE TO PROP (316061),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-31,20001796CTMA
3316,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-16,20001820CTMA
3317,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-05-18,20001875CTMA
3318,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-27,20001969MMMA
3319,0,2,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-07,20001977MMMA
3320,1,3,POSSESSION OF PARAPHERNALIA (USE) (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-07,20001977MMMA
3321,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-24,20001985MMMA
3322,0,1,MISUSE OF 911 SYSTEM (365172 13),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-31,20002041MMMO
3323,0,1,TRESPASSING AFTER WARNING (81009 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-05-28,20002052MMMA
3324,1,2,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-05-28,20002052MMMA
3325,0,1,OBSTRUCT OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-05-19,20002056MMMA
3326,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-02,20002057MMMO
3327,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-02,20002057MMMO
3328,2,3,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-02,20002057MMMO
3329,3,4,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-02,20002057MMMO
3330,0,1,RECKLESS DRIVING -REDUCED FROM DUI (316192 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-03,20002070CTMA
3331,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-15,20002073MMMA
3332,0,1,POSSESSION UNDERSIZED SALT WATER FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-08,20002086MMMA
3333,0,1,POSSESSION UNDERSIZED SALT WATER FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-29,20002090MMMA
3334,0,1,POSSESSION UNDERSIZED MACKEREL OR SPEC TROUT (379401 2b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-25,20002102MMMA
3335,1,2,OVER LIMIT SALT WATER FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-25,20002102MMMA
3336,0,1,OVER LIMIT SALT WATER FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-06,20002103MMMA
3337,1,2,POSSESSION UNDERSIZED MACKEREL OR SPEC TROUT (379401 2b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-06,20002103MMMA
3338,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-16,20002111MMMA
3339,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-02,20002115MMMA
3340,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-20,20002116MMMA
3341,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-20,20002116MMMA
3342,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-05-29,20002124CTMA
3343,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-28,20002144MMMA
3344,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-13,20002159MMMA
3345,0,1,NO MOTOR VEHICLE REGISTRATION (32002 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-16,20002165CTMA
3346,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-10,20002165MMMA
3347,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-20,20002202MMMA
3348,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-20,20002202MMMA
3349,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-15,20002209MMMO
3350,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,,,,20002211CTMA
3351,1,2,NO MOTOR VEHICLE REGISTRATION (32002 1),M,S,,,,20002211CTMA
3352,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-21,20002221MMMO
3353,0,1,CRUELTY TO ANIMALS (82812 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-28,20002245MMMA
3354,0,1,RECKLESS DRIVING (316192 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-25,20002248CTMA
3355,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-05-29,20002248MMMA
3356,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-15,20002278MMMA
3357,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-01-29,20002279MMMA
3358,0,1,FAILURE TO LAND IN WHOLE CONDITION (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-05-29,20002292MMMA
3359,1,2,FAILURE TO LAND IN WHOLE CONDITION (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-05-29,20002292MMMA
3360,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-05,20002294MOMS
3361,0,1,RECKLESS DRIVING (316192 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-27,20002308CTMA
3362,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-16,20002319MMMA
3363,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-17,20002320CTMA
3364,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-25,20002337MMMO
3365,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-05-29,20002343MMMO
3366,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-05-29,20002344MMMO
3367,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-23,20002358CTMA
3368,0,1,EXPIRED DL (MORE THAN 6 MONTHS) (32203 5),M,S,,,,20002367CTMA
3369,0,1,POSS OF UNDERSIZED AMBERJACK (3792412),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-14,20002379MMMA
3370,0,1,RACING ON HIGHWAY (316191 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-12-02,20002384CTMA
3371,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-22,20002394MOMS
3372,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-23,20002408MMMA
3373,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-09,20002427MMMA
3374,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-29,20002435MMMA
3375,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-29,20002435MMMA
3376,0,1,PETIT THEFT (812014 3a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-08,20002463MMMO
3377,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-09,20002464MMMO
3378,0,1,POSSESSION SALT WATER FISH DURING CLOSED SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-14,20002476MMMA
3379,0,1,POSSESSION OF SYNTHETIC MARIJUANA (89313 1a2),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-13,20002489MMMA
3380,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-08-15,20002502MMMA
3381,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-08-15,20002502MMMA
3382,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-17,20002515MMMA
3383,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-18,20002517MMMA
3384,1,2,TRESPASSING - FAIL TO LEAVE PROPERTY (81009 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-18,20002517MMMA
3385,0,1,TRESPASSING - FAIL TO LEAVE PROPERTY (81009 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-22,20002519MMMA
3386,1,2,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-22,20002519MMMA
3387,2,3,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-22,20002519MMMA
3388,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-27,20002522MMMA
3389,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-18,20002527CTMA
3390,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-22,20002539MMMA
3391,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-22,20002539MMMA
3392,0,1,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-11,20002540MMMO
3393,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-22,20002541MMMA
3394,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-22,20002541MMMA
3395,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-13,20002546MMMA
3396,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-25,20002557MMMA
3397,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-25,20002557MMMA
3398,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-05,20002558MMMA
3399,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-05,20002558MMMA
3400,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-02,20002564MMMA
3401,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-02,20002564MMMA
3402,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-25,20002566CTMA
3403,0,1,FEED MOLESTING DOLPHINS (3792431 3),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-18,20002571MMMA
3404,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-11,20002588MMMA
3405,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-08,20002606MMMO
3406,0,1,RECKLESS OPERATION VESSEL (32733 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-25,20002609CTMA
3407,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-10,20002613MMMO
3408,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-08,20002614MMMO
3409,0,1,GIVING FALSE INFO AT CRASH (316067),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-18,20002619CTMA
3410,0,1,ALLOWING UNAUTHORIZED MINOR TO DRIVE (32235),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-14,20002620CTMA
3411,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-24,20002620MMMO
3412,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-25,20002621MMMO
3413,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-10,20002623MMMO
3414,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-17,20002632MMMO
3415,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-22,20002634MMMO
3416,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-15,20002641MMMO
3417,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-15,20002642MMMO
3418,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-11-29,20002655MMMA
3419,0,1,POSSESSION SALT WATER FISH OUT OF SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-15,20002670MMMA
3420,0,1,POSSESSION SALT WATER FISH OUT OF SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-15,20002671MMMA
3421,0,1,NO/IMPROPER CLASSIFICATION DRIVER LICENSE (CDL) (32254 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-08,20002685CTMA
3422,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-06,20002703MMMO
3423,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-16,20002709MMMO
3424,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-18,20002711MMMO
3425,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,,,,20002721CTMA
3426,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-19,20002721MMMA
3427,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-19,20002721MMMA
3428,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-23,20002755MMMA
3429,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-23,20002755MMMA
3430,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-24,20002773MMMA
3431,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-03,20002809MMMA
3432,0,1,TRESPASS PROPERTY OTHER THAN STRUCT OR CONV (81009 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-06,20002815MMMO
3433,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-04,20002832MMMA
3434,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-04,20002832MMMA
3435,0,1,POSSESSION UNDERSIZED SALT WATER FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-25,20002847MMMA
3436,1,2,POSSESSION SALT WATER FISH DURING CLOSED SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-25,20002847MMMA
3437,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-06,20002848MMMA
3438,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-02-09,20002856MMMO
3439,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-27,20002863MMMA
3440,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,,,,20002865MMMO
3441,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,,,,20002866MMMO
3442,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-20,20002892MMMA
3443,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-21,20002894MMMO
3444,0,1,TRESPASS AFTER WARNING (81008 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-25,20002899MMMO
3445,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-03,20002900MMMO
3446,0,1,DIVING FROM PIER (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-06,20002905MOMS
3447,0,1,DIVING FROM PIER (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-06,20002906MOMS
3448,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-04-09,20002916MMMA
3449,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-28,20002918MMMA
3450,0,1,EXPIRED DL (MORE THAN 6 MONTHS) (32203 5),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-25,20002922CTMA
3451,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-09-14,20002927MMMA
3452,0,1,POSSESSION OVER BAG LIMIT RED SNAPPER (3792412),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-08-25,20002932MMMA
3453,0,1,CARRYING CONCEALED WEAPON (79001 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-05,20002939MMMA
3454,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-05,20002939MMMA
3455,0,1,POSSESSION UNDERSIZED MACKEREL OR SPEC TROUT (379401 2b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-15,20002940MMMA
3456,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-03-24,20002945MMMO
3457,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-06,20002947MMMA
3458,0,1,FAILURE TO LAND IN WHOLE CONDITION (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-14,20002956MMMA
3459,0,1,DISORDERLY CONDUCT ON THE PREMISES OF AN ESTABLISHMENT; DETENTION; ARREST; IMMUNITY FROM LIABILITY (509143),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-13,20002966MMMO
3460,1,2,BREACH OF PEACE (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-13,20002966MMMO
3461,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-07-20,20002967CTMA
3462,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-09,20002977MMMA
3463,1,2,ASSAULT ON LAW OFFICER OR FIREFIGHTER (78407 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-09,20002977MMMA
3464,2,3,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-11-09,20002977MMMA
3465,0,1,BATTERY (78403 1a2),M,F,,,,20002980MMMA
